comments,likes
"OK, outside of USA, from Europe, and quick question: where on this website there is any direct link to total cost of all those courses or something? I mean, yeah I'm interested but after a long day at work I simply want to find such info quickly and truth to be told it's shiny package , attractive to people with degrees in data and such but seriously cannot info about pricing/ cost/ payment methods accepted be put out somewhere in a place easier to to be found than now? I mean, I would expect to be busy with the content of such course , not with figuring out how much, when, in what currency and to what account shall I pay for it.",0
Googles just trying to saturate the market so ultimately all of these professions won't be as rare and therefore allow them to pay employers less since there will be so many of them. It's just another business move,0
What is u r watch name bro?,2
Degrees with no experience VS 10 years+ experienced candidates with no degree,0
Thank you so much!,0
How much do they pay you for being a data analyst?,0
Excellent! I'm interested.,0
How to join?,0
google?🙄ohmygod?😔omg,0
I need it though,0
"i saw that the syllabus has tableau, sql, etc, do i need to pay for those software?",5
"As a data practitioner Google, aws, and some other trainings are still falling short purposely on teaching you the core of data management and data structuring. I have not heard of a course by any these platforms that does teach data structuring specifically. Unfortunately, you will still need to have traditional/formal teaching ( can be a dedicated coursera course taught by a professor or multi-industry professionals ) to get a good baseline in this. I wouldn't encourage getting a Google cert, aws cert, or azure cert by itself but rather work with a university to get a professional certificate and get the above certs mentioned after that.",1
"Well put content, straight to the point, accompanied by awesome ambient music...",23
Is this course useful for a Chartered Accountant...??,0
What's the average salary for an entry level data analyst?,0
Wish I had the money to do that. That's like 70 bucks in Brazil. But someday...Who knows!,1
